"","asia","tub","smoke","lung","bronc","either","xray","dysp"
"645","no","no","no","no","no","no","no","no"
"646","no","no","yes","no","yes","no","no","yes"
"647","no","no","no","no","yes","no","no","yes"
"648","no","no","yes","no","no","no","no","yes"
"649","no","no","no","no","no","no","no","no"
"650","no","no","no","no","no","no","no","no"
"651","no","no","yes","yes","no","yes","yes","no"
"652","no","no","no","no","no","no","no","no"
"653","no","no","no","no","yes","no","no","yes"
"654","no","no","yes","no","no","no","no","no"
"655","no","no","no","no","no","no","no","no"
"656","no","no","yes","no","yes","no","no","yes"
"657","no","no","yes","no","yes","no","no","yes"
"658","no","no","yes","no","yes","no","yes","yes"
"659","no","yes","no","no","yes","yes","yes","yes"
"660","no","no","yes","no","yes","no","no","no"
"661","no","no","yes","no","no","no","no","no"
"662","no","no","yes","no","no","no","no","no"
"663","no","no","no","no","no","no","no","no"
"664","no","no","no","no","no","no","no","no"
"665","no","no","yes","no","yes","no","yes","yes"
"666","no","no","no","no","no","no","no","no"
"667","no","no","yes","no","yes","no","no","yes"
"668","no","no","no","no","yes","no","no","yes"
"669","no","no","no","no","no","no","no","no"
"670","no","no","no","no","yes","no","no","yes"
"671","no","no","no","no","yes","no","no","no"
"672","no","no","no","no","yes","no","no","yes"
"673","no","no","yes","no","no","no","no","no"
"674","no","no","yes","no","yes","no","no","yes"
"675","no","no","yes","yes","no","yes","yes","no"
"676","no","no","yes","no","no","no","no","no"
"677","no","no","yes","no","yes","no","no","yes"
"678","no","no","yes","no","no","no","no","no"
"679","no","no","yes","no","yes","no","no","yes"
"680","yes","no","no","no","no","no","no","no"
"681","no","no","no","no","no","no","no","no"
"682","no","no","yes","yes","yes","yes","yes","yes"
"683","no","no","yes","no","yes","no","no","yes"
"684","yes","no","no","no","no","no","no","no"
"685","no","no","no","no","no","no","no","yes"
"686","no","no","no","no","yes","no","no","yes"
"687","no","no","no","no","no","no","no","no"
"688","no","no","yes","no","no","no","no","no"
"689","no","no","no","no","no","no","no","yes"
"690","no","no","no","no","no","no","no","no"
"691","no","no","no","no","no","no","no","no"
"692","no","no","yes","no","no","no","no","no"
"693","no","no","no","no","yes","no","no","yes"
"694","no","no","no","no","no","no","no","no"
"695","no","no","no","no","no","no","no","no"
"696","no","no","no","no","no","no","no","no"
"697","no","no","no","no","no","no","no","no"
"698","no","no","yes","no","yes","no","no","yes"
"699","no","no","no","yes","no","yes","yes","yes"
"700","no","no","no","no","yes","no","no","yes"
"701","no","no","no","no","no","no","no","yes"
"702","no","no","yes","no","yes","no","yes","yes"
"703","no","no","yes","no","no","no","no","no"
"704","no","no","yes","no","no","no","no","no"
"705","no","no","yes","no","yes","no","no","yes"
"706","no","no","yes","no","no","no","yes","no"
"707","no","no","no","no","no","no","no","no"
"708","no","no","no","no","no","no","no","no"
"709","no","no","yes","no","yes","no","no","no"
"710","no","no","yes","no","yes","no","no","yes"
"711","no","no","yes","no","no","no","no","no"
"712","no","no","no","no","no","no","no","no"
"713","no","no","yes","no","yes","no","no","yes"
"714","no","no","no","no","no","no","no","no"
"715","no","no","no","no","no","no","no","no"
"716","no","no","yes","no","no","no","no","no"
"717","no","no","no","no","no","no","no","no"
"718","no","no","no","no","no","no","no","no"
"719","no","no","no","no","yes","no","no","yes"
"720","no","no","yes","no","no","no","no","no"
"721","no","no","no","no","yes","no","no","no"
"722","no","no","yes","no","no","no","no","no"
"723","no","no","no","no","no","no","no","yes"
"724","no","no","no","no","no","no","yes","no"
"725","no","no","yes","yes","yes","yes","yes","yes"
"726","no","no","yes","no","yes","no","no","no"
"727","no","no","no","no","no","no","no","no"
"728","no","no","no","no","yes","no","no","yes"
"729","no","no","yes","no","yes","no","no","yes"
"730","no","no","yes","no","yes","no","no","yes"
"731","no","no","no","no","no","no","no","no"
"732","no","no","no","no","yes","no","no","yes"
"733","no","no","no","no","no","no","no","no"
"734","no","no","yes","no","yes","no","yes","yes"
"735","no","no","no","no","yes","no","no","yes"
"736","no","no","yes","no","yes","no","no","yes"
"737","no","no","no","no","no","no","no","no"
"738","no","no","yes","no","yes","no","no","yes"
"739","no","no","yes","no","no","no","no","no"
"740","no","no","no","no","no","no","no","no"
"741","no","no","yes","no","yes","no","no","yes"
"742","no","no","yes","no","no","no","no","no"
"743","no","yes","no","no","no","yes","yes","yes"
"744","no","no","no","no","no","no","no","no"
"745","no","no","no","no","no","no","no","no"
"746","no","no","yes","no","no","no","no","no"
"747","yes","no","yes","no","no","no","no","no"
"748","no","no","no","no","no","no","no","yes"
"749","no","no","yes","no","no","no","no","no"
"750","no","no","no","no","no","no","no","no"
"751","no","no","yes","yes","yes","yes","yes","yes"
"752","no","no","yes","no","no","no","no","no"
"753","no","no","no","no","yes","no","no","yes"
"754","no","no","no","no","no","no","no","no"
"755","no","no","yes","no","yes","no","no","yes"
"756","no","no","no","no","no","no","no","no"
"757","no","no","no","no","no","no","no","no"
"758","no","no","yes","no","yes","no","no","no"
"759","no","no","yes","no","yes","no","no","yes"
"760","no","no","yes","no","no","no","no","no"
"761","no","no","no","no","yes","no","no","yes"
"762","no","no","no","no","no","no","no","no"
"763","no","no","no","no","no","no","no","no"
"764","no","no","no","no","yes","no","no","yes"
"765","no","no","yes","no","yes","no","no","yes"
"766","no","no","yes","no","yes","no","no","no"
"767","no","no","yes","no","yes","no","no","no"
"768","no","no","yes","no","yes","no","no","yes"
"769","no","no","yes","yes","no","yes","yes","yes"
"770","no","no","yes","no","yes","no","no","yes"
"771","no","no","no","no","no","no","no","no"
"772","no","no","yes","yes","no","yes","yes","yes"
"773","no","no","no","no","no","no","no","no"
"774","no","no","yes","yes","yes","yes","yes","yes"
"775","no","no","no","no","yes","no","no","yes"
"776","no","no","no","no","no","no","yes","no"
"777","no","no","no","no","yes","no","yes","yes"
"778","no","no","no","no","yes","no","no","no"
"779","no","no","no","no","no","no","no","no"
"780","no","no","no","no","yes","no","no","yes"
"781","no","no","no","no","yes","no","no","no"
"782","no","no","no","no","no","no","no","no"
"783","no","no","no","no","no","no","no","no"
"784","no","no","no","no","yes","no","no","yes"
"785","no","no","no","no","no","no","no","no"
"786","no","no","no","no","yes","no","no","yes"
"787","no","no","no","no","yes","no","no","yes"
"788","no","no","yes","no","yes","no","no","yes"
"789","no","no","no","no","yes","no","no","yes"
"790","no","no","no","no","no","no","no","no"
"791","no","no","yes","no","no","no","no","no"
"792","no","no","yes","no","yes","no","no","yes"
"793","no","no","yes","yes","no","yes","yes","no"
"794","no","no","no","no","yes","no","no","yes"
"795","no","no","yes","no","no","no","no","no"
"796","no","no","yes","yes","no","yes","yes","yes"
"797","no","no","yes","yes","yes","yes","yes","yes"
"798","no","no","yes","no","yes","no","no","yes"
"799","no","no","no","no","no","no","no","no"
"800","no","no","yes","no","yes","no","no","yes"
"801","no","no","no","no","no","no","no","no"
"802","no","no","yes","no","no","no","no","yes"
"803","no","no","yes","no","yes","no","no","no"
"804","no","no","yes","yes","no","yes","yes","yes"
"805","no","no","yes","no","yes","no","yes","yes"
"806","no","no","no","no","yes","no","no","yes"
"807","no","no","no","no","no","no","no","no"
"808","no","no","no","no","no","no","no","no"
"809","no","no","no","no","no","no","no","no"
"810","no","no","no","no","no","no","no","no"
"811","no","no","yes","no","no","no","no","no"
"812","no","no","yes","no","no","no","no","no"
"813","no","no","no","no","no","no","no","no"
"814","no","no","no","no","no","no","no","no"
"815","no","no","no","no","no","no","no","no"
"816","no","no","no","no","no","no","no","no"
"817","no","no","yes","no","no","no","no","no"
"818","no","no","yes","no","no","no","no","no"
"819","no","no","yes","no","yes","no","no","yes"
"820","no","no","no","no","no","no","no","no"
"821","no","no","no","no","no","no","no","yes"
"822","no","no","no","no","no","no","no","no"
"823","no","no","yes","no","yes","no","no","yes"
"824","no","no","no","no","no","no","no","no"
"825","no","no","no","no","yes","no","no","yes"
"826","no","no","no","no","yes","no","no","yes"
"827","no","no","yes","no","no","no","no","yes"
"828","no","no","yes","no","no","no","no","no"
"829","no","no","no","no","no","no","no","no"
"830","no","no","yes","no","yes","no","no","no"
"831","no","no","no","no","no","no","no","no"
"832","no","no","no","no","no","no","no","no"
"833","no","no","no","no","yes","no","no","yes"
"834","no","no","yes","yes","yes","yes","yes","yes"
"835","no","no","yes","no","no","no","no","no"
"836","no","no","yes","no","yes","no","no","yes"
"837","no","no","no","no","yes","no","no","yes"
"838","no","no","yes","no","yes","no","no","no"
"839","no","no","yes","no","no","no","no","no"
"840","no","no","yes","no","no","no","no","yes"
"841","no","no","yes","no","yes","no","no","yes"
"842","no","no","yes","no","yes","no","no","yes"
"843","no","no","no","yes","no","yes","yes","yes"
"844","no","no","no","no","yes","no","no","no"
"845","no","no","yes","yes","no","yes","yes","no"
"846","no","no","yes","no","no","no","no","no"
"847","no","no","no","no","yes","no","no","yes"
"848","no","no","yes","no","yes","no","no","yes"
"849","no","no","yes","no","yes","no","no","yes"
"850","no","no","no","no","yes","no","no","yes"
"851","no","no","yes","no","yes","no","no","no"
"852","no","no","no","no","no","no","no","no"
"853","no","no","yes","yes","yes","yes","yes","yes"
"854","no","no","no","no","no","no","no","no"
"855","no","no","no","no","no","no","no","no"
"856","no","no","no","no","yes","no","no","yes"
"857","no","no","no","no","no","no","no","no"
"858","no","no","no","no","yes","no","no","yes"
"859","no","no","yes","no","yes","no","no","yes"
"860","no","no","no","no","no","no","no","no"
"861","no","no","no","no","no","no","no","no"
"862","no","no","no","no","yes","no","no","yes"
"863","no","no","no","no","yes","no","yes","no"
"864","no","no","no","no","no","no","no","no"
"865","no","no","no","no","no","no","no","no"
"866","no","no","no","no","no","no","no","no"
"867","no","no","yes","no","yes","no","no","yes"
"868","no","no","yes","no","yes","no","no","yes"
"869","no","no","no","no","yes","no","no","yes"
"870","no","no","yes","no","yes","no","no","no"
"871","no","no","no","no","no","no","no","no"
"872","no","no","no","no","yes","no","no","yes"
"873","no","no","yes","yes","no","yes","yes","no"
"874","no","no","no","no","no","no","no","no"
"875","no","no","no","no","no","no","no","no"
"876","no","no","yes","no","no","no","yes","yes"
"877","no","no","no","no","yes","no","no","no"
"878","no","no","no","no","no","no","no","no"
"879","no","no","yes","no","no","no","no","no"
"880","no","no","yes","no","no","no","no","no"
"881","no","no","yes","no","yes","no","no","yes"
"882","no","no","no","no","yes","no","no","no"
"883","no","no","yes","no","yes","no","no","yes"
"884","no","no","yes","yes","yes","yes","yes","yes"
"885","no","no","no","no","no","no","no","no"
"886","no","no","no","no","yes","no","no","yes"
"887","no","no","yes","no","yes","no","no","yes"
"888","no","no","no","no","no","no","no","no"
"889","no","no","yes","yes","yes","yes","yes","yes"
"890","no","no","no","no","no","no","no","no"
"891","no","no","no","no","no","no","no","no"
"892","no","no","yes","no","no","no","no","no"
"893","no","no","yes","no","yes","no","no","yes"
"894","no","no","yes","yes","yes","yes","yes","yes"
"895","no","no","yes","no","no","no","no","no"
"896","no","no","yes","no","yes","no","no","yes"
"897","no","no","yes","no","no","no","no","no"
"898","no","no","no","no","yes","no","no","no"
"899","no","no","no","no","no","no","no","no"
"900","no","no","no","no","yes","no","no","yes"
"901","no","no","yes","no","yes","no","no","yes"
"902","no","no","no","no","no","no","no","no"
"903","no","no","yes","no","yes","no","no","yes"
"904","no","no","no","no","no","no","no","yes"
"905","no","no","yes","no","no","no","no","no"
"906","no","no","yes","yes","yes","yes","yes","yes"
"907","no","no","yes","no","no","no","no","no"
"908","no","no","yes","no","no","no","no","no"
"909","no","no","no","no","no","no","no","no"
"910","no","no","no","no","no","no","no","yes"
"911","no","no","no","no","yes","no","no","yes"
"912","no","no","yes","yes","no","yes","yes","yes"
"913","no","no","yes","no","yes","no","no","yes"
"914","no","no","no","no","no","no","no","no"
"915","no","no","yes","no","yes","no","no","yes"
"916","no","no","yes","no","no","no","no","no"
"917","no","no","no","no","no","no","yes","no"
"918","no","no","no","no","no","no","no","no"
"919","no","no","yes","no","no","no","no","no"
"920","no","no","yes","no","yes","no","no","yes"
"921","no","no","yes","no","no","no","no","no"
"922","no","no","no","no","no","no","no","no"
"923","no","no","no","no","no","no","no","no"
"924","no","no","no","no","no","no","no","no"
"925","no","no","yes","no","yes","no","no","no"
"926","no","no","no","no","no","no","no","no"
"927","no","no","no","no","no","no","no","no"
"928","no","no","no","no","no","no","no","no"
"929","no","no","yes","no","yes","no","yes","yes"
"930","no","no","no","no","no","no","no","no"
"931","no","no","no","no","no","no","no","no"
"932","no","no","yes","no","no","no","yes","no"
"933","no","no","yes","no","yes","no","yes","yes"
"934","no","no","no","no","no","no","no","no"
"935","no","no","no","no","yes","no","no","yes"
"936","no","no","yes","no","yes","no","no","no"
"937","no","no","yes","no","yes","no","no","yes"
"938","no","no","no","no","yes","no","no","yes"
"939","no","no","no","no","no","no","no","no"
"940","no","no","yes","no","no","no","no","no"
"941","no","no","yes","no","yes","no","no","no"
"942","no","yes","no","no","no","yes","yes","yes"
"943","no","no","no","no","no","no","no","no"
"944","no","no","no","no","no","no","no","no"
"945","no","no","no","no","no","no","yes","no"
"946","no","no","yes","no","no","no","no","no"
