"","N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"46","Down","StronUp","Neutral","Neutral","Neutral","Dry","Dry","VeryWet","Wet","PC","Clear","Clear","PC","Strong","Strong","Westerly","Strong","Weak","Weak","Marked","LittleChange","LittleChange","Neutral","Decreasing","SVR","Aug11_Aug20","I","CThruK","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Slight","I","XNIL","XNIL","SVR","LowSHighN","Steep","Average","CloseToDryAd","NoMajor","DryMMoistL","MovingFtorOt","PosToNeg","QStationary","LV","LVorOther","E_NE"
"47","Neutral","Neutral","Down","Neutral","Neutral","Wet","Wet","Neutral","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","Westerly","Strong","Strong","Strong","Some","LittleChange","LittleChange","WeakPos","LittleChange","SIG","Jun15_Jul1","J","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","Average","GJ","PartInhibit","Moderate","Moderate","J","XNIL","XNIL","SIG","LowMtsHighPl","CloseToDryAd","VeryMoist","CloseToDryAd","NoMajor","Other","DryLine","LittleChange","None","LV","LVorOther","LV"
"48","Down","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","VeryWet","VeryWet","Clear","Clear","Clear","Clear","Strong","Strong","DCVZFavor","None","None","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jun15_Jul1","D","CThruK","PartInhibit","Average","Average","CDEJ","LIGt0","Instability","Average","MoreUnstable","D","Stifling","Weak","None","D","XNIL","XNIL","SIG","LowMtsHighPl","Steep","Average","ModerateOrLe","StrongFront","DryMMoistL","None","PosToNeg","QStationary","NWQuad","Westerly","E_NE"
"49","WeakUp","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Dry","Wet","Neutral","Clear","Cloudy","PC","PC","Weak","Strong","Other","None","None","None","None","LittleChange","LittleChange","StrongPos","Increasing","SIG","Jul16_Aug10","E","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Neutral","Average","Average","ACEFK","PartInhibit","Weak","Strong","E","SIG","SIG","SIG","LowSHighN","Stable","Average","ModerateOrLe","NoMajor","MoistMDryL","Other","LittleChange","None","SWQuad","Westerly","WidespdDnsl"
"50","WeakUp","StronUp","Neutral","StrongUp","StrongUp","Wet","Neutral","Neutral","Wet","PC","PC","Clear","PC","Strong","Strong","StrongWest","Strong","None","Strong","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","G","CThruK","None","LessThanAve","LessThanAve","G","N5GtLIGt_8","Instability","Average","Average","GJ","PartInhibit","Moderate","Slight","G","XNIL","SVR","SVR","LowAtStation","CloseToDryAd","Dry","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","Other","LV","LVorOther","DenvCyclone"
"51","Neutral","Neutral","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","Strong","Strong","DCVZFavor","Weak","Weak","Weak","Marked","LittleChange","LittleChange","Neutral","LittleChange","SIG","May15_Jun14","B","AB","Stifling","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","B","PartInhibit","Weak","None","B","XNIL","XNIL","SIG","LowSHighN","Stable","VeryMoist","Steep","NoMajor","Other","DenvCyclone","PosToNeg","Other","AllElse","Westerly","DenvCyclone"
"52","StrongUp","WeakUp","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","Weak","Strong","Westerly","Strong","Strong","Weak","Some","LittleChange","LittleChange","StrongPos","Increasing","SVR","Aug20_Sep15","C","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Instability","Average","MoreUnstable","ACEFK","None","Strong","Strong","C","SVR","SVR","SVR","LowEvrywhere","CloseToDryAd","Dry","ModerateOrLe","NoMajor","Other","E_W_N","PosToNeg","None","AllElse","Westerly","LongAnticyc"
"53","WeakUp","WeakUp","Down","Neutral","Neutral","Neutral","Dry","Dry","Neutral","Cloudy","Clear","Clear","Clear","Weak","Strong","StrongWest","Weak","None","None","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jun15_Jul1","J","CThruK","PartInhibit","LessThanAve","Average","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Unfavorable","None","J","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Average","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","Other","LV","LVorOther","DenvCyclone"
"54","StrongUp","Down","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","Dry","Clear","PC","Clear","Clear","Strong","Strong","DCVZFavor","Strong","Weak","Weak","Marked","DecCapIncIns","Decreasing","Neutral","LittleChange","SVR","May15_Jun14","K","CThruK","None","LessThanAve","LessThanAve","K","LILt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Strong","K","XNIL","XNIL","SVR","Other","ModerateOrLe","Average","CloseToDryAd","StrongFront","Other","DryLine","SigPositive","Other","NWQuad","LVorOther","E_NE"
"55","WeakUp","Neutral","Down","Down","Down","Dry","Neutral","Wet","Wet","PC","PC","PC","PC","Weak","Strong","Other","None","Weak","Weak","None","IncCapDecIns","Increasing","StrongPos","LittleChange","SVR","Jul16_Aug10","C","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","Stifling","Weak","Slight","C","SIG","SIG","SVR","LowAtStation","CloseToDryAd","Average","ModerateOrLe","NoMajor","Other","E_W_N","PosToNeg","Other","NWQuad","Westerly","LongAnticyc"
"56","StrongUp","Neutral","StrongUp","StrongUp","StrongUp","Wet","Neutral","Wet","VeryWet","PC","Clear","PC","Cloudy","None","None","StrongWest","None","Weak","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul2_Jul15","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","Average","ACEFK","Stifling","Strong","Slight","E","XNIL","XNIL","XNIL","HighEvrywher","ModerateOrLe","Dry","Steep","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","LVorOther","LV"
"57","Neutral","Neutral","WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Strong","Westerly","Weak","Weak","Weak","Some","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Jul2_Jul15","G","CThruK","Stifling","MoreThanAve","MoreThanAve","G","N1GtLIGt_4","Instability","Average","LessUnstable","GJ","None","Moderate","Strong","G","SIG","SIG","SIG","LowEvrywhere","CloseToDryAd","Average","Steep","StrongFront","Other","Other","LittleChange","None","AllElse","Westerly","LV"
"58","Neutral","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Dry","Neutral","Wet","PC","PC","PC","Clear","Weak","Strong","StrongWest","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Neutral","Decreasing","SIG","May15_Jun14","K","CThruK","PartInhibit","Average","Average","K","LILt_8","Instability","Average","Average","ACEFK","PartInhibit","Moderate","None","K","XNIL","XNIL","SIG","Other","Stable","VeryMoist","ModerateOrLe","MarkedUpper","MoistMDryL","None","SigNegative","None","NWQuad","Westerly","SEQuad"
"59","WeakUp","StronUp","StrongUp","StrongUp","StrongUp","VeryWet","Neutral","Wet","Neutral","PC","Cloudy","PC","Cloudy","Weak","Strong","Other","None","None","None","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","K","CThruK","None","LessThanAve","LessThanAve","K","N5GtLIGt_8","Neutral","MoreUnstable","Average","ACEFK","None","Moderate","Moderate","K","XNIL","XNIL","SIG","LowNHighS","ModerateOrLe","Average","Steep","MarkedUpper","MoistMDryL","MovingFtorOt","NegToPos","Moving","AllElse","Westerly","WidespdDnsl"
"60","Down","Neutral","StrongUp","Neutral","Neutral","Wet","Wet","VeryWet","VeryWet","Cloudy","PC","Cloudy","Cloudy","Weak","Weak","Other","None","Strong","Weak","None","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Aug20_Sep15","D","CThruK","PartInhibit","LessThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","Average","Average","D","PartInhibit","Unfavorable","None","D","XNIL","XNIL","SIG","LowMtsHighPl","CloseToDryAd","Average","CloseToDryAd","OtherRapid","DryMMoistL","DryLine","PosToNeg","Other","NWQuad","Westerly","SEQuad"
"61","Down","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","Wet","Neutral","PC","PC","PC","PC","Strong","Strong","Westerly","Strong","None","Strong","None","LittleChange","LittleChange","Negative","Decreasing","SIG","Aug20_Sep15","H","CThruK","None","LessThanAve","LessThanAve","H","LIGt0","Stability","LessUnstable","LessUnstable","HI","None","Moderate","Strong","H","SIG","XNIL","SIG","HighEvrywher","ModerateOrLe","Average","ModerateOrLe","MarkedUpper","Other","E_W_N","PosToNeg","None","SWQuad","LVorOther","E_NE"
"62","StrongUp","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","PC","PC","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","I","CThruK","PartInhibit","Average","LessThanAve","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","HI","PartInhibit","Strong","Strong","I","SIG","SIG","SIG","LowSHighN","Steep","Average","CloseToDryAd","NoMajor","DryMMoistL","E_W_S","LittleChange","QStationary","SWQuad","Westerly","DenvCyclone"
"63","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Cloudy","Cloudy","Cloudy","Cloudy","None","None","DCVZFavor","None","None","Weak","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jul16_Aug10","K","CThruK","PartInhibit","Average","Average","K","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","TotalInhibit","Strong","None","K","XNIL","XNIL","XNIL","LowEvrywhere","Steep","VeryMoist","ModerateOrLe","StrongFront","MoistMDryL","MovingFtorOt","SigPositive","Other","AllElse","LVorOther","E_NE"
"64","StrongUp","Neutral","WeakUp","WeakUp","WeakUp","Neutral","Wet","Neutral","Dry","Clear","PC","Clear","Clear","Weak","Strong","StrongWest","Strong","None","Weak","Marked","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Aug11_Aug20","J","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","Average","MoreUnstable","GJ","PartInhibit","Strong","None","J","XNIL","XNIL","XNIL","LowAtStation","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","None","LittleChange","None","LV","LVorOther","LV"
"65","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","VeryWet","VeryWet","Wet","PC","Clear","Clear","PC","Strong","Strong","Westerly","Strong","None","Weak","None","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Jun15_Jul1","K","CThruK","PartInhibit","LessThanAve","Average","K","N5GtLIGt_8","Instability","LessUnstable","LessUnstable","ACEFK","None","Strong","Strong","K","XNIL","XNIL","SIG","LowNHighS","Steep","Average","CloseToDryAd","StrongFront","MoistMDryL","DryLine","LittleChange","QStationary","NWQuad","Westerly","WidespdDnsl"
"66","Neutral","Down","Down","Down","Down","Wet","Neutral","Wet","Dry","Clear","PC","Clear","Clear","None","None","DCVZFavor","None","Weak","None","None","IncCapDecIns","Increasing","Neutral","Increasing","XNIL","Jul2_Jul15","H","CThruK","PartInhibit","Average","MoreThanAve","H","LILt_8","Stability","MoreUnstable","MoreUnstable","HI","None","Moderate","Moderate","H","SIG","SIG","SIG","LowMtsHighPl","Stable","VeryMoist","Steep","MarkedUpper","DryMMoistL","E_W_S","NegToPos","Moving","SWQuad","Westerly","E_NE"
"67","WeakUp","WeakUp","Down","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","PC","PC","PC","PC","Weak","Weak","Other","None","None","None","None","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","May15_Jun14","A","AB","Stifling","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Moderate","Strong","A","XNIL","XNIL","XNIL","HighEvrywher","Steep","Average","CloseToDryAd","MarkedUpper","Other","DryLine","NegToPos","Other","SWQuad","Westerly","DenvCyclone"
"68","Down","StronUp","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","PC","Clear","Clear","Clear","None","None","Other","None","Weak","Weak","None","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","Jul2_Jul15","I","CThruK","PartInhibit","Average","LessThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","Stifling","Moderate","Moderate","I","XNIL","XNIL","XNIL","LowSHighN","Steep","Average","CloseToDryAd","OtherRapid","DryMMoistL","E_W_S","LittleChange","QStationary","NWQuad","LVorOther","E_NE"
"69","WeakUp","Neutral","WeakUp","Neutral","Neutral","Neutral","Neutral","Wet","Wet","PC","Clear","Clear","Clear","Weak","Weak","Other","None","None","None","None","DecCapIncIns","Decreasing","WeakPos","Decreasing","SVR","Aug20_Sep15","G","CThruK","PartInhibit","Average","LessThanAve","G","N5GtLIGt_8","Instability","MoreUnstable","LessUnstable","GJ","PartInhibit","Moderate","Slight","G","XNIL","XNIL","SVR","LowEvrywhere","Steep","Dry","Steep","NoMajor","Other","None","LittleChange","None","NWQuad","Westerly","WidespdDnsl"
"70","StrongUp","Neutral","Neutral","Neutral","Neutral","Dry","VeryWet","VeryWet","VeryWet","PC","Clear","PC","PC","Weak","Strong","StrongWest","Strong","Weak","Strong","Marked","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","Jul16_Aug10","C","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","Slight","C","XNIL","SIG","SIG","LowEvrywhere","CloseToDryAd","Average","Steep","OtherRapid","Other","E_W_N","SigPositive","None","AllElse","Westerly","LongAnticyc"
"71","StrongUp","Down","Neutral","WeakUp","WeakUp","Neutral","Neutral","Wet","Wet","Cloudy","Clear","Cloudy","Cloudy","None","None","Other","None","None","None","None","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Jun15_Jul1","J","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Neutral","Average","MoreUnstable","GJ","None","Unfavorable","None","J","SIG","SIG","SIG","LowAtStation","Stable","Dry","ModerateOrLe","NoMajor","Other","DryLine","LittleChange","Other","LV","LVorOther","LV"
"72","WeakUp","Neutral","Down","Neutral","Neutral","VeryWet","VeryWet","VeryWet","VeryWet","PC","PC","PC","Cloudy","Strong","Strong","StrongWest","Weak","None","None","Marked","LittleChange","LittleChange","StrongPos","Increasing","SIG","Aug20_Sep15","K","CThruK","None","LessThanAve","LessThanAve","K","N5GtLIGt_8","Neutral","Average","MoreUnstable","ACEFK","None","Unfavorable","None","K","XNIL","XNIL","SIG","LowAtStation","ModerateOrLe","VeryMoist","ModerateOrLe","StrongFront","DryMMoistL","MovingFtorOt","PosToNeg","Moving","SWQuad","Westerly","SEQuad"
"73","StrongUp","Neutral","Neutral","Neutral","Neutral","Dry","Dry","VeryWet","VeryWet","PC","PC","PC","PC","Weak","Weak","Other","Weak","None","Weak","None","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","Jun15_Jul1","I","CThruK","Stifling","Average","MoreThanAve","ABI","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","PartInhibit","Weak","None","I","SIG","SIG","SIG","LowSHighN","Steep","Dry","CloseToDryAd","OtherRapid","DryMMoistL","MovingFtorOt","NegToPos","Other","LV","LVorOther","E_NE"
"74","StrongUp","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Strong","Weak","Strong","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jun15_Jul1","B","AB","None","LessThanAve","MoreThanAve","ABI","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","B","Stifling","Strong","Slight","B","SVR","SVR","SVR","LowMtsHighPl","ModerateOrLe","Dry","Steep","NoMajor","DryMMoistL","E_W_N","PosToNeg","Other","NWQuad","LVorOther","DenvCyclone"
"75","StrongUp","StronUp","StrongUp","StrongUp","StrongUp","Neutral","VeryWet","Wet","VeryWet","Cloudy","PC","Cloudy","Cloudy","Strong","Strong","StrongWest","Strong","Strong","Strong","Marked","LittleChange","LittleChange","StrongPos","Increasing","XNIL","Aug20_Sep15","J","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","Average","MoreUnstable","GJ","None","Weak","Moderate","J","SIG","SIG","SIG","HighEvrywher","Steep","Average","Steep","NoMajor","Other","E_W_N","LittleChange","Other","LV","LVorOther","LV"
"76","WeakUp","WeakUp","Down","Down","Down","Neutral","Neutral","Neutral","Neutral","PC","Clear","PC","Clear","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Jul16_Aug10","E","CThruK","None","LessThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","Average","ACEFK","TotalInhibit","Weak","None","E","SVR","SVR","SVR","LowAtStation","CloseToDryAd","Average","ModerateOrLe","NoMajor","MoistMDryL","Other","NegToPos","None","AllElse","LVorOther","LongAnticyc"
"77","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","PC","Cloudy","PC","Cloudy","Strong","Strong","DCVZFavor","Strong","Weak","Weak","Marked","LittleChange","LittleChange","WeakPos","LittleChange","SIG","May15_Jun14","B","AB","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","Average","MoreUnstable","B","None","Weak","Strong","B","SVR","SVR","SVR","HighEvrywher","ModerateOrLe","VeryMoist","ModerateOrLe","MarkedUpper","DryMMoistL","DenvCyclone","LittleChange","Other","NWQuad","LVorOther","DenvCyclone"
"78","Down","Neutral","Neutral","Neutral","Neutral","VeryWet","VeryWet","VeryWet","Wet","Clear","Cloudy","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Weak","Strong","Strong","Some","LittleChange","LittleChange","WeakPos","Decreasing","SIG","May15_Jun14","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","Average","LessUnstable","B","None","Moderate","Slight","B","XNIL","XNIL","SIG","Other","Stable","Dry","CloseToDryAd","NoMajor","DryMMoistL","DenvCyclone","LittleChange","Other","NWQuad","Westerly","LongAnticyc"
"79","Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","VeryWet","VeryWet","Clear","Clear","Clear","PC","Weak","Strong","Other","None","Weak","Weak","None","DecCapIncIns","Decreasing","StrongPos","Increasing","SIG","May15_Jun14","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","LessUnstable","Average","B","PartInhibit","Weak","Slight","B","XNIL","XNIL","SIG","LowMtsHighPl","Stable","VeryMoist","Steep","NoMajor","Other","DenvCyclone","PosToNeg","Moving","SWQuad","LVorOther","DenvCyclone"
"80","Down","WeakUp","Down","Down","Down","Neutral","Neutral","Wet","Dry","PC","Clear","Clear","Clear","None","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","May15_Jun14","G","CThruK","PartInhibit","LessThanAve","Average","G","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","GJ","TotalInhibit","Moderate","None","G","XNIL","XNIL","XNIL","Other","CloseToDryAd","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","Other","PosToNeg","None","NWQuad","Westerly","LongAnticyc"
"81","WeakUp","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","Cloudy","Clear","PC","PC","None","Weak","StrongWest","Weak","Weak","None","None","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","May15_Jun14","G","CThruK","PartInhibit","Average","Average","G","N1GtLIGt_4","Stability","Average","Average","GJ","None","Moderate","Moderate","G","XNIL","XNIL","SIG","LowEvrywhere","Steep","Dry","CloseToDryAd","NoMajor","MoistMDryL","DryLine","LittleChange","Other","LV","Westerly","LV"
"82","Down","Neutral","Neutral","Down","Down","VeryWet","Wet","VeryWet","Wet","PC","Clear","Clear","Clear","None","None","Other","None","None","None","None","IncCapDecIns","Increasing","Neutral","Increasing","XNIL","Jun15_Jul1","K","CThruK","Stifling","Average","MoreThanAve","K","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Weak","Slight","K","XNIL","XNIL","XNIL","LowNHighS","ModerateOrLe","Dry","Steep","StrongFront","Other","None","SigPositive","None","SWQuad","Westerly","WidespdDnsl"
