"","A","C","D","H","I","O","T"
"387","young","none",0,"none",90.5756847222812,59.1936320584862,275.510063235386
"388","old","none",0,"none",118.978263162089,341.310603548133,591.800527231043
"389","young","none",0,"none",121.728051898242,73.3200371079194,315.063801025288
"390","young","none",0,"none",114.198756938522,47.8813186804272,284.378616118151
"391","young","none",0,"none",32.4569565632483,65.6196660075809,226.244696963278
"392","old","none",0,"none",71.8590632149981,364.212750493452,594.012995832871
"393","young","mild",0,"none",220.619081101907,65.3376028392433,411.076955870588
"394","old","none",0,"none",165.291674510613,379.807030357143,690.62277707082
"395","adult","none",3.16326607345607,"any",1039.87622549335,186.421546439514,1388.78158857405
"396","adult","mild",0,"none",146.600488918115,151.648058284751,437.335378393128
"397","adult","mild",0,"none",-7.88682816590678,219.298267942053,347.525167403589
"398","young","severe",0,"none",399.466470961397,44.5544735035095,581.498651940196
"399","adult","mild",0,"none",118.279528488656,189.146710667028,445.259721710638
"400","young","none",0,"none",117.84733070075,40.4953510038569,278.429790255124
"401","old","mild",0,"none",98.8402237708624,283.978678838312,510.898581796611
"402","young","none",0,"none",141.665487082935,71.0815946691618,345.684551865605
"403","young","none",0,"none",109.019079395276,75.6984153071463,313.691460901554
"404","old","none",6.41397447068388,"any",1982.08504028997,410.563227546383,2573.37955275302
"405","young","none",0,"none",68.0900522812154,48.0167708935832,243.773894727623
"406","old","none",3.65447478403306,"any",1146.66132361509,425.937687446556,1722.38242511445
"407","adult","none",0,"none",72.9210255608422,175.075289296636,372.922955730598
"408","young","none",0,"none",62.2678064173396,50.0009638552666,248.320946382691
"409","adult","none",0,"none",157.636768045246,164.994510544699,447.78299251958
"410","old","none",4.36635964439827,"any",1394.98013889981,375.263529624302,1932.28173615436
"411","adult","severe",4.49407379247512,"any",3852.20321651342,170.327645301817,4237.46835356474
"412","adult","none",0,"none",98.1243456743506,188.759578901134,409.368034944938
"413","adult","none",0,"none",93.705413384659,173.672670840562,405.227321568477
"414","adult","none",4.12978796668657,"any",1370.58841078744,173.656644564171,1702.27754600605
"415","adult","none",0,"none",102.16446923297,217.751037915851,447.254415627071
"416","old","mild",0,"none",112.014318176398,334.459371278002,598.143402937145
"417","young","none",0.456583045245567,"any",234.325125328635,57.8611976700202,416.930931001878
"418","young","mild",0,"none",42.5013141978028,42.5573197937852,198.933025526246
"419","adult","severe",0,"none",61.8918229002903,200.412686719333,381.069586604889
"420","adult","none",5.56073638993597,"any",1801.98532643763,165.264391492393,2142.23156148791
"421","young","mild",0,"none",82.3678806822115,65.0835720846814,289.021279422413
"422","old","none",0,"none",113.16635636976,375.281337739372,624.825832243223
"423","adult","none",4.10215267897858,"any",1304.08050867908,189.375777420578,1634.63610797771
"424","adult","none",0,"none",71.0276168902714,195.444693093538,398.969402890498
"425","adult","none",0,"none",113.516067560296,175.353094428233,412.031898966579
"426","young","none",0,"none",86.4867015070744,67.3252249637365,277.649331894147
"427","old","mild",0,"none",24.6318113363673,404.718925000407,560.809352567588
"428","young","none",0.835186182630954,"any",377.332063198023,54.1883457322629,577.06269873937
"429","young","none",0,"none",92.8169754189486,64.6804321101629,282.797383161411
"430","old","mild",0,"none",92.9002892906151,362.915790215749,583.779745899932
"431","adult","none",0,"none",127.836480742347,166.749801012018,403.008912034979
"432","young","none",0,"none",141.844736042191,66.2294716189638,337.07738878582
"433","young","none",0,"none",147.345837037994,37.7092534793829,295.595114601957
"434","adult","none",0,"none",123.480760093402,195.908428716215,454.399466811652
"435","adult","none",0,"none",109.062731130504,192.097410392373,430.498957285919
"436","young","none",0,"none",141.546176681697,41.7403346992096,315.870769296345
"437","adult","none",0,"none",173.171112749631,204.772553542637,499.761021580581
"438","young","none",0,"none",78.3669914010825,62.1722405424901,262.445039392975
"439","young","none",0.1812464178922,"any",210.752285082095,49.9196010444109,401.359645512121
"440","adult","mild",0,"none",128.639984987293,174.214395654239,419.275403504125
"441","old","mild",0,"none",109.976785545662,360.680466927303,611.703156084496
"442","young","none",0,"none",140.683377907612,49.7342404321882,306.785510645869
"443","young","none",0,"none",114.800406291749,76.8737002474005,319.176944146775
"444","old","mild",0,"none",139.44606465621,345.27113876471,631.662485296361
"445","adult","severe",0,"none",354.662916248239,190.918989274154,685.712986526241
"446","old","none",8.43652890855052,"any",2609.22839234936,362.58685957859,3152.09020699634
"447","old","none",0,"none",78.9080552971016,324.449236909943,533.623227163458
"448","adult","mild",0,"none",127.510914086899,187.263065594203,448.950553115351
"449","old","mild",0,"none",93.4692854324637,397.463907233241,625.262279181003
"450","adult","none",0,"none",108.68088028121,159.859931065327,397.19300606985
"451","adult","mild",0,"none",75.9533993923385,194.554079840998,406.081926191671
"452","adult","none",0,"none",48.8621820745166,165.309342764999,343.529664779749
"453","adult","mild",0,"none",47.5477430005697,156.000455947526,336.688951371834
"454","old","none",0,"none",107.438804579929,367.257354133744,626.015490259324
"455","adult","none",0,"none",83.7142877994377,173.810471751423,391.471752680806
"456","adult","mild",0,"none",133.585782016514,179.473493040518,428.732516019599
"457","adult","none",2.88622317308683,"any",943.221362753093,217.888426415624,1311.02345323548
"458","young","mild",0,"none",123.035288525888,53.4679834252401,319.457302576309
"459","adult","none",5.22287189364511,"any",1701.74942072045,158.491374224453,2022.06171882597
"460","old","mild",0,"none",153.848989886892,323.714853231711,611.273906508828
"461","adult","none",0,"none",34.9826976815667,182.904736583235,351.421164951541
"462","young","none",0,"none",84.2025806173145,52.6043930685254,257.296331180942
"463","old","mild",5.37158965650655,"any",3046.93475354503,363.542148412167,3617.45912868614
"464","young","none",0,"none",61.1477615709127,70.3334358351173,271.88998134627
"465","adult","none",2.37296966706065,"any",776.633326407579,181.811257182431,1100.65793447319
"466","adult","none",0,"none",149.154939286801,139.626510343528,426.978785139894
"467","adult","mild",0,"none",52.2374222065385,185.727062112544,364.038042039819
"468","adult","none",0,"none",81.2435788560479,167.484789877467,391.448487871538
"469","young","none",0,"none",103.447640186234,39.2179056180722,271.368200261054
"470","young","none",0,"none",107.94011739841,56.8984880079717,290.441480987296
"471","young","none",0,"none",53.9296328890468,63.4713890497441,226.610797001199
"472","young","none",0,"none",95.640027493825,58.5599008086188,288.155825313246
"473","young","severe",0,"none",229.657728818728,59.2850489100346,416.147351382665
"474","old","none",0,"none",140.308516769651,358.138204726984,643.952273169579
"475","old","none",0,"none",77.4099258502719,282.180368106232,470.983857310705
"476","young","none",0,"none",108.15993866523,61.0449386596398,281.486210762296
"477","adult","none",0,"none",64.5404244341945,214.77370880199,410.767356141669
"478","adult","none",0,"none",110.743642722301,155.163720916006,392.967065701946
"479","young","none",0,"none",77.944527730028,60.8599519815931,243.001296930395
"480","adult","none",4.19653247396854,"any",1362.73772952735,185.954790924254,1714.33318598592
"481","adult","mild",0,"none",57.80072568926,227.816997520661,434.371085472772
"482","young","none",0.476211789552444,"any",259.316305096779,56.1132170387105,429.887811405037
"483","young","none",0,"none",102.461513355219,52.2917110735643,268.809931423402
"484","old","none",0,"none",121.701101711609,402.448425804058,673.806270725619
"485","young","none",0,"none",143.082056270803,77.2483656026725,352.601958048271
"486","adult","mild",3.51150542037518,"any",2028.08827616249,193.359905723898,2397.25460702988
"487","old","severe",7.19558123162228,"any",5652.34600987534,455.125682276231,6341.98087858194
"488","young","none",0,"none",149.284193068512,79.8534623973779,352.249645982452
"489","young","none",0,"none",104.018961356973,52.9420493084123,313.199727825759
"490","adult","none",0,"none",107.06273137129,192.478443753136,442.464742009326
"491","young","none",0,"none",37.2336121899695,55.9497786709375,223.064759935011
"492","old","none",7.30748232126091,"any",2284.74000087352,445.760596734839,2931.67848255426
"493","young","none",0,"none",99.8169187696105,73.0114950712481,304.19404636875
"494","young","none",0,"none",109.609182492661,74.8759567735674,321.07650210984
"495","young","mild",0,"none",106.620985884564,49.049546939399,271.929656573595
"496","old","none",0,"none",122.636615227927,302.562132957816,570.93972263254
"497","young","none",0.405273130316693,"any",220.647483999359,51.404588105486,404.938011393499
"498","adult","none",0,"none",144.939856927505,158.534178945336,444.049660010021
"499","adult","severe",0,"none",166.285689679123,176.868628412964,455.017915273834
"500","adult","none",0,"none",107.143735831139,184.737850263193,418.595311732136
"501","adult","none",0,"none",49.3802601299211,192.366789130968,366.837785198081
"502","adult","none",0,"none",26.5725569923965,178.319472854358,344.450696953421
"503","adult","none",0,"none",81.4490859659386,180.752445253709,414.710152299375
"504","adult","mild",0,"none",118.417716682905,179.150786727371,426.313690061521
"505","young","none",0,"none",69.9317813074163,49.3499779516205,254.956021334378
"506","adult","none",0,"none",50.1516774544704,193.365450347981,369.082973054856
"507","adult","none",0,"none",60.4709690546803,192.425526472278,379.939985654762
"508","old","mild",8.04359666956616,"any",4534.16084242417,401.75345979578,5179.96683246806
"509","adult","mild",4.45437766463517,"any",2471.84755031353,206.011258368924,2859.40164945937
"510","old","mild",0,"none",53.1555498364108,364.819005529056,554.640020546565
"511","young","severe",0,"none",159.13546733496,31.2882195390574,309.288568410394
"512","young","none",0,"none",84.3713190867768,44.0448192237069,248.395413625016
"513","young","none",0,"none",160.501238515321,62.1537388774275,335.738750717599
"514","young","none",0,"none",119.583492403685,53.7269989367747,311.257090892769
"515","young","none",0,"none",70.4413376652217,69.5997527511767,255.598228306716
"516","young","none",0.972557501430899,"any",365.124141628902,61.6012907668964,552.100948765847
"517","young","none",0,"none",44.3153661336036,65.7966671061234,234.092595614652
"518","adult","none",0,"none",87.409535964384,193.724312605443,409.843155727833
"519","old","none",0,"none",117.667493403637,372.57713442745,651.76896099154
"520","adult","none",0,"none",126.520313756474,174.897194812023,430.127156152532
"521","old","mild",6.56108583833718,"any",3678.338199607,401.18148339727,4299.75540113838
"522","old","none",7.9262386887318,"any",2438.03289609701,302.720217278318,2920.91137856134
"523","old","mild",0,"none",54.6260089694449,382.52827080438,572.969623248072
"524","young","none",0,"none",74.3105870981933,60.4545755655396,274.417234541155
"525","old","none",0,"none",84.2140348187271,436.815385566825,659.173322454608
"526","young","none",0,"none",57.4081501367799,59.3420706290399,236.514410767684
"527","adult","mild",0,"none",98.4067142131837,172.331058403449,414.812501464758
"528","adult","severe",0,"none",234.938501927468,163.826967271175,533.775342761856
"529","old","mild",0,"none",46.2898092328284,339.085692442928,509.111901006729
"530","adult","severe",5.76089392937021,"any",4742.45103425189,211.978762529162,5167.81896709253
"531","old","none",0,"none",121.314849023744,320.097569169976,583.597952570432
"532","old","none",7.43864562046782,"any",2309.81744243076,380.771473471577,2888.63938938364
"533","adult","none",0,"none",102.556805153464,155.500554989627,394.514567437443
"534","young","none",0,"none",74.766849594223,72.314746301093,266.586678171448
"535","young","none",0,"none",58.8101658883121,49.3193103806872,227.761875983596
"536","old","severe",0,"none",239.042314202739,389.865850771677,781.7346719417
"537","young","none",0,"none",106.582551284598,74.8801905062639,295.909401966963
"538","adult","none",0,"none",69.3998298521305,192.867310243919,395.059636613397
"539","young","none",0,"none",98.9672998427593,63.0913971973848,304.61478867233
"540","adult","none",0,"none",84.0818356686388,168.408218511412,380.328125287439
"541","adult","none",0,"none",126.806073313275,221.41439123538,489.52088482243
